ID;Exist in 500k;Time in Array 500;Time in ListFirst 500;Time in list last 500;Exist in 1M;Time in Array 1M;Time in ListFirst 1M;Time in list last 1M;Exist in 3M;Time in Array 3M;Time in ListFirst 3M;Time in list last 3M 
22145100;false;0;0;0;false;0;0;0;false;0;0;0
6623557;false;0;0;0;false;0;0;0;false;0;0;0
30099999;false;0;0;0;false;0;0;0;false;0;0;0
38876244;false;0;0;0;false;0;0;0;false;0;0;0
40627933;false;0;0;0;false;0;0;0;false;0;0;0
64875567;false;0;0;0;false;0;0;0;false;0;0;0
22565710;false;0;0;0;false;0;0;0;false;0;0;0
87131898;false;0;0;0;false;0;0;0;false;0;0;0
51650960;false;0;0;0;false;0;0;0;false;0;0;0
75156396;false;0;0;0;false;0;0;0;false;0;0;0
51673976;false;0;0;0;false;0;0;0;false;0;0;0
19749669;false;0;0;0;false;0;0;0;false;0;0;0
56534596;false;0;0;0;false;0;0;0;false;0;0;0
85587714;false;0;0;0;false;0;0;0;false;0;0;0
81851182;false;0;0;0;false;0;0;0;false;0;0;0
94369162;false;0;0;0;false;0;0;0;false;0;0;0
52698230;false;0;0;0;false;0;0;0;false;0;0;0
3432069;false;0;0;0;false;0;0;0;false;0;0;0
89960063;false;0;0;0;false;0;0;0;false;0;0;0
17769529;false;0;0;0;false;0;0;0;false;0;0;0
26235426;false;0;0;0;false;0;0;0;false;0;0;0
99001189;false;0;0;0;false;0;0;0;false;0;0;0
23457094;false;0;0;0;false;0;0;0;false;0;0;0
42878323;false;0;0;0;false;0;0;0;false;0;0;0
9625694;false;0;0;0;false;0;0;0;false;0;0;0
85948553;false;0;0;0;false;0;0;0;false;0;0;0
94004119;false;0;0;0;false;0;0;0;false;0;0;0
46755917;false;0;0;0;false;0;0;0;false;0;0;0
57401722;false;0;0;0;false;0;0;0;false;0;0;0
60729671;false;0;0;0;false;0;0;0;false;0;0;0
5491379;false;0;0;0;false;0;0;0;false;0;0;0
31202186;false;0;0;0;false;0;0;0;false;0;0;0
26099954;false;0;0;0;false;0;0;0;false;0;0;0
87722315;false;0;0;0;false;0;0;0;false;0;0;0
63900218;false;0;0;0;false;0;0;0;false;0;0;0
69191737;false;0;0;0;false;0;0;0;false;0;0;0
17996107;false;0;0;0;false;0;0;0;false;0;0;0
30341673;false;0;0;0;false;0;0;0;false;0;0;0
6648119;false;0;0;0;false;0;0;0;false;0;0;0
35280861;false;0;0;0;false;0;0;0;false;0;0;0
38305211;false;0;0;0;false;0;0;0;false;0;0;0
4258412;false;0;0;0;false;0;0;0;false;0;0;0
45546153;false;0;0;0;false;0;0;0;false;0;0;0
50071755;false;0;0;0;false;0;0;0;false;0;0;0
31885998;false;0;0;0;false;0;0;0;false;0;0;0
96418983;false;0;0;0;false;0;0;0;false;0;0;0
60761296;false;0;0;0;false;0;0;0;false;0;0;0
31720748;false;0;0;0;false;0;0;0;false;0;0;0
35729422;false;0;0;0;false;0;0;0;false;0;0;0
86703957;false;0;0;0;false;0;0;0;false;0;0;0
12477400;false;0;0;0;false;0;0;0;false;0;0;0
17902590;false;0;0;0;false;0;0;0;false;0;0;0
15563864;false;0;0;0;false;0;0;0;false;0;0;0
2835346;false;0;0;0;false;0;0;0;false;0;0;0
96632066;false;0;0;0;false;0;0;0;false;0;0;0
38017499;false;0;0;0;false;0;0;0;false;0;0;0
43523615;false;0;0;0;false;0;0;0;false;0;0;0
9268668;false;0;0;0;false;0;0;0;false;0;0;0
78742700;false;0;0;0;false;0;0;0;false;0;0;0
40760181;false;0;0;0;false;0;0;0;false;0;0;0
47473173;false;0;0;0;false;0;0;0;false;0;0;0
26199072;false;0;0;0;false;0;0;0;false;0;0;0
16268501;false;0;0;0;false;0;0;0;false;0;0;0
2339829;false;0;0;0;false;0;0;0;false;0;0;0
14842205;false;0;0;0;false;0;0;0;false;0;0;0
64434586;false;0;0;0;false;0;0;0;false;0;0;0
55704444;false;0;0;0;false;0;0;0;false;0;0;0
69928316;false;0;0;0;false;0;0;0;false;0;0;0
32160992;false;0;0;0;false;0;0;0;false;0;0;0
59687177;false;0;0;0;false;0;0;0;false;0;0;0
40385771;false;0;0;0;false;0;0;0;false;0;0;0
17814234;false;0;0;0;false;0;0;0;false;0;0;0
92279408;false;0;0;0;false;0;0;0;false;0;0;0
79227300;false;0;0;0;false;0;0;0;false;0;0;0
40998211;false;0;0;0;false;0;0;0;false;0;0;0
44940446;false;0;0;0;false;0;0;0;false;0;0;0
13428188;false;0;0;0;false;0;0;0;false;0;0;0
90210155;false;0;0;0;false;0;0;0;false;0;0;0
99965090;false;0;0;0;false;0;0;0;false;0;0;0
46522855;false;0;0;0;false;0;0;0;false;0;0;0
69384334;false;0;0;0;false;0;0;0;false;0;0;0
23587828;false;0;0;0;false;0;0;0;false;0;0;0
21686373;false;0;0;0;false;0;0;0;false;0;0;0
45428722;false;0;0;0;false;0;0;0;false;0;0;0
54372209;false;0;0;0;false;0;0;0;false;0;0;0
52387828;false;0;0;0;false;0;0;0;false;0;0;0
4551423;false;0;0;0;false;0;0;0;false;0;0;0
13820643;false;0;0;0;false;0;0;0;false;0;0;0
39087276;false;0;0;0;false;0;0;0;false;0;0;0
39070519;false;0;0;0;false;0;0;0;false;0;0;0
25027160;false;0;0;0;false;0;0;0;false;0;0;0
24531484;false;0;0;0;false;0;0;0;false;0;0;0
7695615;false;0;0;0;false;0;0;0;false;0;0;0
85796616;false;0;0;0;false;0;0;0;false;0;0;0
4232981;false;0;0;0;false;0;0;0;false;0;0;0
12557027;false;0;0;0;false;0;0;0;false;0;0;0
68328225;false;0;0;0;false;0;0;0;false;0;0;0
73476441;false;0;0;0;false;0;0;0;false;0;0;0
99638984;false;0;0;0;false;0;0;0;false;0;0;0
66774625;false;0;0;0;false;0;0;0;false;0;0;0
12012503;false;0;0;0;false;0;0;0;false;0;0;0
60359100;false;0;0;0;false;0;0;0;false;0;0;0
16778177;false;0;0;0;false;0;0;0;false;0;0;0
87363054;false;0;0;0;false;0;0;0;false;0;0;0
20155774;false;0;0;0;false;0;0;0;false;0;0;0
15072318;false;0;0;0;false;0;0;0;false;0;0;0
19522406;false;0;0;0;false;0;0;0;false;0;0;0
96830605;false;0;0;0;false;0;0;0;false;0;0;0
70426771;false;0;0;0;false;0;0;0;false;0;0;0
70298968;false;0;0;0;false;0;0;0;false;0;0;0
95900634;false;0;0;0;false;0;0;0;false;0;0;0
77366448;false;0;0;0;false;0;0;0;false;0;0;0
82820817;false;0;0;0;false;0;0;0;false;0;0;0
40608761;false;0;0;0;false;0;0;0;false;0;0;0
87697526;false;0;0;0;false;0;0;0;false;0;0;0
91313634;false;0;0;0;false;0;0;0;false;0;0;0
93109581;false;0;0;0;false;0;0;0;false;0;0;0
9763183;false;0;0;0;false;0;0;0;false;0;0;0
15878764;false;0;0;0;false;0;0;0;false;0;0;0
98122472;false;0;0;0;false;0;0;0;false;0;0;0
46184963;false;0;0;0;false;0;0;0;false;0;0;0
14444553;false;0;0;0;false;0;0;0;false;0;0;0
84743972;false;0;0;0;false;0;0;0;false;0;0;0
94148550;false;0;0;0;false;0;0;0;false;0;0;0
85612458;false;0;0;0;false;0;0;0;false;0;0;0
93060057;false;0;0;0;false;0;0;0;false;0;0;0
57156091;false;0;0;0;false;0;0;0;false;0;0;0
10975527;false;0;0;0;false;0;0;0;false;0;0;0
38680373;false;0;0;0;false;0;0;0;false;0;0;0
66639586;false;0;0;0;false;0;0;0;false;0;0;0
5433393;false;0;0;0;false;0;0;0;false;0;0;0
56128155;false;0;0;0;false;0;0;0;false;0;0;0
53659470;false;0;0;0;false;0;0;0;false;0;0;0
17161256;false;0;0;0;false;0;0;0;false;0;0;0
37156861;false;0;0;0;false;0;0;0;false;0;0;0
48082719;false;0;0;0;false;0;0;0;false;0;0;0
69018453;false;0;0;0;false;0;0;0;false;0;0;0
60641118;false;0;0;0;false;0;0;0;false;0;0;0
93115141;false;0;0;0;false;0;0;0;false;0;0;0
33148368;false;0;0;0;false;0;0;0;false;0;0;0
98964203;false;0;0;0;false;0;0;0;false;0;0;0
8929752;false;0;0;0;false;0;0;0;false;0;0;0
69665986;false;0;0;0;false;0;0;0;false;0;0;0
90418078;false;0;0;0;false;0;0;0;false;0;0;0
7585613;false;0;0;0;false;0;0;0;false;0;0;0
87027022;false;0;0;0;false;0;0;0;false;0;0;0
53354015;false;0;0;0;false;0;0;0;false;0;0;0
83973312;false;0;0;0;false;0;0;0;false;0;0;0
88538542;false;0;0;0;false;0;0;0;false;0;0;0
48807338;false;0;0;0;false;0;0;0;false;0;0;0
13335944;false;0;0;0;false;0;0;0;false;0;0;0
35030191;false;0;0;0;false;0;0;0;false;0;0;0
83586158;false;0;0;0;false;0;0;0;false;0;0;0
65001132;false;0;0;0;false;0;0;0;false;0;0;0
70479662;false;0;0;0;false;0;0;0;false;0;0;0
34148863;false;0;0;0;false;0;0;0;false;0;0;0
12605222;false;0;0;0;false;0;0;0;false;0;0;0
12338295;false;0;0;0;false;0;0;0;false;0;0;0
97265029;false;0;0;0;false;0;0;0;false;0;0;0
36598764;false;0;0;0;false;0;0;0;false;0;0;0
22206916;false;0;0;0;false;0;0;0;false;0;0;0
63456061;false;0;0;0;false;0;0;0;false;0;0;0
17040468;false;0;0;0;false;0;0;0;false;0;0;0
32555376;false;0;0;0;false;0;0;0;false;0;0;0
92772625;false;0;0;0;false;0;0;0;false;0;0;0
91949260;false;0;0;0;false;0;0;0;false;0;0;0
67872666;false;0;0;0;false;0;0;0;false;0;0;0
56883128;false;0;0;0;false;0;0;0;false;0;0;0
76194147;false;0;0;0;false;0;0;0;false;0;0;0
99783642;false;0;0;0;false;0;0;0;false;0;0;0
57130724;false;0;0;0;false;0;0;0;false;0;0;0
66062632;false;0;0;0;false;0;0;0;false;0;0;0
15699984;false;0;0;0;false;0;0;0;false;0;0;0
62722527;false;0;0;0;false;0;0;0;false;0;0;0
89793977;false;0;0;0;false;0;0;0;false;0;0;0
76896612;false;0;0;0;false;0;0;0;false;0;0;0
60084192;false;0;0;0;false;0;0;0;false;0;0;0
23714397;false;0;0;0;false;0;0;0;false;0;0;0
45181498;false;0;0;0;false;0;0;0;false;0;0;0
82923983;false;0;0;0;false;0;0;0;false;0;0;0
4499464;false;0;0;0;false;0;0;0;false;0;0;0
51375946;false;0;0;0;false;0;0;0;false;0;0;0
65199167;false;0;0;0;false;0;0;0;false;0;0;0
88688180;false;0;0;0;false;0;0;0;false;0;0;0
26940988;false;0;0;0;false;0;0;0;false;0;0;0
55711935;false;0;0;0;false;0;0;0;false;0;0;0
1243268;false;0;0;0;false;0;0;0;false;0;0;0
84876344;false;0;0;0;false;0;0;0;false;0;0;0
6988901;false;0;0;0;false;0;0;0;false;0;0;0
94484335;false;0;0;0;false;0;0;0;false;0;0;0
69391385;false;0;0;0;false;0;0;0;false;0;0;0
65157921;false;0;0;0;false;0;0;0;false;0;0;0
16090636;false;0;0;0;false;0;0;0;false;0;0;0
62574055;false;0;0;0;false;0;0;0;false;0;0;0
86565561;false;0;0;0;false;0;0;0;false;0;0;0
39849082;false;0;0;0;false;0;0;0;false;0;0;0
40580722;false;0;0;0;false;0;0;0;false;0;0;0
64422331;false;0;0;0;false;0;0;0;false;0;0;0
